name,brand,opening_hours,lat,lon,city,state,customer_id,segment,warehouse
Chedraui,Chedraui,,19.4487601,-96.9630976,Coatepec,Veracruz,0607764423,gold,CEDI-05 · Veracruz
Chedraui,Chedraui,,18.8477027,-97.0923533,Orizaba,Veracruz,0924960564,gold,CEDI-05 · Veracruz
Chedraui,Chedraui,,20.5182934,-100.7956661,Celaya,Guanajuato,0993759201,silver,CEDI-10 · Santiago de Queretaro
Chedraui,Chedraui,,19.334669,-99.19823,Magdalena Contreras,Mexico City,0168748454,silver,CEDI-09 · Puebla
Super Chedraui,Chedraui,,18.3637684,-95.7942792,Cosamaloapan de Carpio,Veracruz,0290650223,silver,CEDI-05 · Veracruz
Super Che,Chedraui,,17.9605709,-94.7122869,Coacotla,Veracruz,0556317795,silver,CEDI-07 · Villahermosa
Chedraui,Chedraui,,19.1750876,-96.1352816,Veracruz,Veracruz,0878317413,bronze,CEDI-05 · Veracruz
Supercito Chedraui,Chedraui,,19.502532,-96.8780665,Colonia Santa Barbara,Veracruz,0092799615,silver,CEDI-05 · Veracruz
Supercito Chedraui,Chedraui,,19.5327585,-96.9209308,Xalapa de Enriquez,Veracruz,0274989220,bronze,CEDI-05 · Veracruz
Supercito Chedraui,Chedraui,,19.1260099,-96.1215432,Boca del Rio,Veracruz,0180874370,silver,CEDI-05 · Veracruz
Supercito Chedraui,Chedraui,,19.1347692,-96.1254349,Boca del Rio,Veracruz,0711272398,silver,CEDI-05 · Veracruz
Chedraui,Chedraui,,19.1392285,-96.1071652,Boca del Rio,Veracruz,0847067304,bronze,CEDI-05 · Veracruz
Super Selecto Chedraui,Chedraui,,19.1595213,-96.1191823,Veracruz,Veracruz,0843449309,gold,CEDI-05 · Veracruz
Supercito Chedraui,Chedraui,,19.1753119,-96.1227307,Veracruz,Veracruz,0793667725,bronze,CEDI-05 · Veracruz
Chedraui,Chedraui,,19.1667759,-96.2224942,Las Amapolas,Veracruz,0376429516,gold,CEDI-05 · Veracruz
Supercito Chedraui,Chedraui,,19.1929576,-96.1420945,Veracruz,Veracruz,0046582774,gold,CEDI-05 · Veracruz
Supercito Chedraui,Chedraui,,19.2023482,-96.2039487,Los Torrentes,Veracruz,0513193862,silver,CEDI-05 · Veracruz
Super Chedraui,Chedraui,,20.4463248,-97.3199644,Papantla de Olarte,Veracruz,0270385780,silver,CEDI-05 · Veracruz
Chedraui,Chedraui,,20.5359654,-97.473063,Poza Rica de Hidalgo,Veracruz,0173799824,gold,CEDI-05 · Veracruz
Chedraui,Chedraui,07:00-23:00,17.9943254,-94.5750596,Minatitlan,Veracruz,0859081976,silver,CEDI-07 · Villahermosa
Chedraui,Chedraui,,18.4521295,-95.2194016,San Andres Tuxtla,Veracruz,0354138392,bronze,CEDI-05 · Veracruz
Chedraui,Chedraui,,21.135999,-86.7479626,Isla Mujeres,Quintana Roo,0568377395,silver,CEDI-03 · Merida
Chedraui,Chedraui,,20.5712369,-100.3602177,Santiago de Queretaro,Queretaro,0650011538,silver,CEDI-10 · Santiago de Queretaro
Chedraui,Chedraui,,22.229695,-97.8451062,Anahuac,Veracruz,0121333148,silver,CEDI-02 · Tampico
Selecto Chedraui,Chedraui,,21.9268575,-102.2953374,El Llano,Aguascalientes,0352087684,silver,CEDI-10 · Santiago de Queretaro
Chedraui,Chedraui,,18.987345,-98.2466684,El Capulo (La Quebradora),Puebla,0829224619,gold,CEDI-09 · Puebla
Super Chedraui,Chedraui,,18.7742745,-95.7641632,Heroica Alvarado,Veracruz,0650406546,silver,CEDI-05 · Veracruz
Super Selecto Chedraui,Chedraui,,20.6910722,-100.4488808,El Nabo,Queretaro,0665688759,silver,CEDI-10 · Santiago de Queretaro
Super Chedraui,Chedraui,,18.9623355,-97.9065124,Tepeaca,Puebla,0783368193,silver,CEDI-09 · Puebla
Super Selecto Chedraui,Chedraui,,20.6351004,-87.0681791,Playa del Carmen,Quintana Roo,0082045845,silver,CEDI-03 · Merida
Supercito Chedraui,Chedraui,,18.8949431,-96.936389,Cordoba,Veracruz,0650156347,bronze,CEDI-05 · Veracruz
Supercito Chedraui,Chedraui,,18.8733612,-96.9332533,Cordoba,Veracruz,0738897967,bronze,CEDI-05 · Veracruz
Supercito Chedraui,Chedraui,,18.8852185,-96.9368266,Cordoba,Veracruz,0201237251,gold,CEDI-05 · Veracruz
Supercito Chedraui,Chedraui,,19.5718624,-96.9226865,El Pueblito (Garbanzal),Veracruz,0960234257,silver,CEDI-05 · Veracruz
Chedraui,Chedraui,,17.0251446,-96.7284979,Santa Cruz Xoxocotlan,Oaxaca,0081202618,silver,CEDI-05 · Veracruz
Chedraui Villas del Sol,Chedraui,,20.670504,-87.1148467,Playa del Carmen,Quintana Roo,0525430095,bronze,CEDI-03 · Merida
Chedraui,Chedraui,,21.1125464,-101.6524784,Leon,Guanajuato,0911845332,bronze,CEDI-10 · Santiago de Queretaro
Supercito Chedraui,Chedraui,,19.1644018,-96.1269491,Veracruz,Veracruz,0691938298,gold,CEDI-05 · Veracruz
Supercito Chedraui,Chedraui,,19.453428,-99.1612667,Cuauhtemoc,Mexico City,0292081124,silver,CEDI-09 · Puebla
Super Chedraui,Chedraui,,18.96615,-99.2324487,Fraccionamiento Lomas de Ahuatlan,Morelos,0771594614,silver,CEDI-09 · Puebla
Supercito Chedraui,Chedraui,Mo-Su 07:00-22:00,19.4387131,-98.931832,Santa Martha,Mexico,0518649593,bronze,CEDI-09 · Puebla
Selecto Chedraui,Chedraui,,21.0213003,-89.579214,Merida,Yucatan,0180458000,silver,CEDI-03 · Merida
Supercito Chedraui,Chedraui,,19.5126313,-96.8513608,Las Trancas,Veracruz,0244838048,silver,CEDI-05 · Veracruz
